"title","descrip","LiuyanType","answer","detail","type"
"打哈欠也会传染","打哈欠是会传染的。","2","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	打呵欠真的是会传染的，而且传染性很强。打哈欠很可能是人类所有行为中最奇妙的一个，尤其是会传染这件事，简直是太引人入胜了。科学家们曾为打哈欠寻找了很多解释，比如大脑缺氧、疲劳、厌倦等，不过这往往是打呵欠发生时的特征，而非打呵欠的原因。曾经有一项研究认为，打哈欠能帮助我们的大脑降温。人脑就像电脑一样，对温度非常敏感，必须保持凉爽才能有效运转。<br>\n<br>\n美国马里兰大学的海克和普林斯顿大学研究者盖洛普通过解剖发现，相比很多医学教科书中的描述，人上颌窦的后壁要更薄，因此也更具有弹性。而打哈欠会让上颌窦像风箱一样扩张和收缩，把空气压向脑部，从而降低脑部温度。之后通过在大鼠脑中植入传感器，他们发现，大鼠在准备打哈欠时脑部温度较高，打呵欠中开始降低，之后快速降回打哈欠前的温度。这个结论除了解释了人们为什么要打呵欠之，还解释了为什么我们要有鼻窦。<br>\n<br>\n有趣的是，不仅看到别人打哈欠自己也想来一个，当听到打哈欠的声音，看到打哈欠的字眼，甚至只是联想到打呵欠的情景时，都可能不知不觉地打起哈欠来。这也是很多时候，一群人即使并没有相互看到，一个人的呵欠也会引起一大片呵欠声，虽然这里的原理还并不是很清楚。<br>\n<br>\n打呵欠在很多动物身上都有，猫、狗、大猩猩、河马，甚至连鱼都会打呵欠，但打呵欠传染这件事目前只在人、黑猩猩、狒狒和狗发现过。神经生物学家们发现，只有大脑皮层发达的脊椎动物，才有能力辨识哈欠，并且彼此传染，这是“大脑高级意识和智力”负责的事情，是很复杂的社会行为。<br>\n<br>\n很多研究者认为，被打呵欠传染的能力体现了一个人的移情能力，也就是一个理解他人的感受并为之共鸣的能力。英国利兹大学的研究者做过一个实验，他们找来心理系和工程系的学生回答一个调查移情能力的问卷。在开始答卷之前，每个学生都会与一个带领者在个房间里随意地待上10分钟，而那位带领者会在那10分钟里故意打呵欠。最后根据录像的统计结果显示，越容易被呵欠传染的人，那份移情答卷也完成得越好。而心理系的学生比工程系学生更明显地受到打呵欠的影响，同时在随后的移情能力调查问卷中得分也更高。<br>\n<br>\n美国康涅狄格大学的研究者则统计了120名6岁以下的幼儿，发现大部分孩子要到4岁以后才会被别人的呵欠“传染”。另外还他们还研究了30多名6至15岁的自闭症患儿，发现与同龄的正常儿童相比，自闭症患儿对别人的呵欠也更加无动于衷。所以，在沟通与社交上能力不足的人，很可能不太受到呵欠的传染，而这些人也往往不善于设身处地替别人着想。其他也有研究发现，不太受到打哈欠的人往往比较理性、坚定，甚至冷酷，而易受到哈欠影响的人则比较敏感，容易获得别人的好感。<br>\n<br>\n另外一个与之相关的研究是，科学家们发现关系密切的人之间，越容易受被打呵欠传染。<br>\n<br>\n意大利比萨大学以及意大利认知科学和技术研究所的科学家，用一年的时间收集了超过100名不同国籍的成年人，在意大利或马达加斯加岛的真实场景中打呵欠的情况，然后他们开发了一个统计模型，来分析了被试者与其他人的关系、原属国籍、性别以及打哈欠的情况。结果发现，打哈欠传染在亲人之间发生率最高，其次是朋友，然后是熟人和陌生人。这也再次印证了打哈欠被传染是移情的一种形式，越是关系密切，人们越容易体会到其他人在压力、焦虑、无聊或疲劳时的感受。<br>\n<br>\n<br>\n<h4><strong>参考资料：</strong></h4>\n[1]<a href=""http://www.guokr.com/question/181230/"">打哈欠会传染吗</a>，wuou，果壳网问答 \n	</div>\n</div>","科学技术"
"石英钟表不适合用碱性电池","卖石英钟表的商家一般都会提示不要使用碱性电池，否则会造成走时不准或者烧毁机芯等后果。","1","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	从理论上来讲，这种事情是不可能发生的，但也有例外。<br>\n <br>\n电子石英钟的原理和一般的发条闹钟是完全一样的，唯一的区别就是动力源不是发条，而是由电池、芯片电路、电磁线圈来驱动内部的机械机构。<br>\n电池供电和芯片电路，芯片电路利用外置的晶振来形成一个固定输出频率的振荡器，每一秒输出一个甚至多个脉冲。而这个脉冲信号被输入一个缠了密密麻麻比头发丝还要细的漆包线的电感中，拉动机械机构来显示表针的运动。<br>\n<br>\n芯片电路的电压适应范围通常较宽，1.5V电压的AA/AAA电池是不能把他怎么样的。所以问题是出在了电磁线圈上。<br>\n <br>\n<h2><strong>不同电池的比较</strong></h2>\n一般我们常用的AA/AAA电池，也就是5号和7号电池，通常有碱性（LR6），碳性（R6P）以及最差的糊式电池（R6S）。R6S最差，也最便宜，地摊常见，容量低，便宜，带负载能力最低，而且长期使用容易漏液。R6P稍好些，最大的优点是不容易漏液，价格稍贵，带负载能力还行，目前算是主力电池了。LR6最好，不漏液，带载强，容量大，但是价格高。<br>\n<br>\n问题就出在带载能力上，归根结底就是内阻。差电池，比如R6S R6P，这些电池的内阻大，而驱动芯片的驱动电磁铁的方式，为了节能以及降低成本，实际输出形式是开关型的，驱动的瞬间电池电压直接加载在线圈上，这时候，瞬间的电流是比较大的，因为内阻的关系，实际加在线圈上的电压会降低一些，不是我们用万用表测定的那种空载数值，实际输出电流会偏低一点。换好电池的话，带负载能力强，电压降低幅度很小。<br>\n<br>\n那么我们可以得出一个结论：同样的线圈，实际上用不同电池驱动的时候，因为电池内阻和输出能力的关系，线圈所承受的电压和电流是不一样的。<br>\n<br>\n现在，我们应该能知道，既然厂家根据AA/AAA电池来设计机芯，那就应该通吃，那为何还会有烧机芯的事情发生呢？这就和以下问题有关了：碱性电池普及时间短；厂家极端计较成本；客户要买便宜货。<br>\n<br>\n这些就导致了线圈用线的标号的降低，因为漆包线绝大部分都是铜，线圈上为了产生足够的的磁力，就要绕上足够的圈数。厂家为了降低成本，漆包线用的越来越细，圈数也也来越少，客观上就降低了线圈的功率承受能力。那么，就可能在线圈的某个薄弱点瞬间烧断，不动了。<br>\n<br>\n实际上，烧的不是机芯，是线圈。芯片其实很少坏，多半是烧线圈。所以，电子石英钟尽量买好一些大厂出来的，才不容易坏。<br>\n<br>\n<br>\n<h4><strong>参考资料：</strong></h4>\n[1]<a href=""http://www.guokr.com/question/463117/"">死理性派, 石英钟表到底为什么不适合用碱性电池</a>，fu-80，果壳网问答\n	</div>\n</div>","科学技术"
"存在非整数维度","存在非整数维度。","2","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	分形就是介于整数维之间的状态，可以用分数维表示。<br>\n<br>\n分形简单点说是无限的自相似。分形维度计算公式：<img src=""http://img1.guokr.com/formula/ed40af24a8022167f39be97ad4469feff30ef0c6.svg"" class=""edui-faked-insertmathjax"" data-code=""d=log_mN"" style=""max-width: 480px"">。m是未出现分形时，原自相似长度与要出现分形部分长度的比值。N是一个自相似出现后，新的总尺度（可以是长度，面积，或者体积）与要出现分形部分尺度的比值。<br>\n<br>\n概念比较绕口，上个图：<br>\n<img src=""https://3-im.guokr.com/RUJCAYwaKhjRI4KU9AlmHd-cZtYhKFvpkyOEw6jFHQVqAQAAagEAAFBO.png"" style=""max-width: 480px"" data-orig-width=""362"" data-orig-height=""362"" data-hashkey=""RUJCAYwaKhjRI4KU9AlmHd-cZtYhKFvpkyOEw6jFHQVqAQAAagEAAFBO""><br>\n这个图里m=3，即原三角形边长和每个边出现分形部分的比值为3。N=4，即一次自相似之后，总边长为出现分形部分边长的4倍。分形就是无限的自相似下去。这样计算出该分形的维度是1.262。<br>\n<br>\n可以这样理解，三角形的边是一维有限。分形之后，长度变成无限（即乘无限个4/3），但是无法布满一个二维平面区域，所以维度介于1-2之间。<br>\n<br>\n至于介于2维和3维之间，你可以想象一下一个边长为d的立方体表面，每个表面正中间又长出一个边长d/3部分新立方体，然后6个新立方体各自表面再长出边长为的d/9的新立方体，无限长下去。这时m=3，N=13，维度就变成<br>\n<img src=""http://img1.guokr.com/formula/1bdc2d28f05dc57cec7e133456189f2e4548b2f9.svg"" class=""edui-faked-insertmathjax"" data-code=""log_313=2.335"" style=""max-width: 480px""><br>\n<br>\n<h4><strong>参考资料</strong></h4>\n[1]<a href=""http://www.guokr.com/question/505320/"">非整数维 例如2.15维怎么理解？ </a>九维空间，果壳网果壳问答\n	</div>\n</div>","科学技术"
"人工饲养的肉用猪的脂肪率很低","正常男性的体脂肪率在15%～25%，女性则是20%～30%。猪的平均体脂肪率只有15%唷。所以，说人是猪其实是夸奖的话。以后请这样夸讚那些体格健壮苗条的人：你瘦得跟猪一样。","0","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	猪肉有不同的种类，比如瘦肉，只有6%是脂肪，猪里脊也只有7%的脂肪，五花肉有59%的脂肪，肥瘦肉大约37%。<br>\n<br>\n对应到一头猪身上，会有猪种、性别、体重造成的影响，比如以下这张表展示了这种区别：<br>\n<br>\n<br>\n脂肪的厚度、背腰部瘦肉或腿肉的大小对瘦肉量的遗传率是0.5 ~ 0.6，相当高，所以猪品质的良否是左右瘦肉量最大的原因。<br>\n<br>\n后天的饲料也有关系，这里以长白X荣昌杂交公猪为例，之前有人做过饲料能量水平和肉质影响的实验，刚好拿过来就好了。<br>\n<img src=""https://1-im.guokr.com/fxWwJFRREEhFF4i3sk-U1hBypJ3ZbLGtbqpwGD6O8UweBAAAfAEAAFBO.png?imageView2/1/w/480/h/173"" style=""max-width: 480px"" data-orig-width=""1054"" data-orig-height=""380"" data-hashkey=""fxWwJFRREEhFF4i3sk-U1hBypJ3ZbLGtbqpwGD6O8UweBAAAfAEAAFBO""><br>\n我们只要看外周脂肪就好了，基本都在40%以上，这里的外周脂肪指的是去除毛、头、蹄、尾、内脏后，将皮脂和肌肉、骨分离，计算得来的。<br>\n<br>\n<h4><strong>参考资料</strong></h4>\n[1]<a href=""http://www.guokr.com/question/498377/"">人工饲养的肉用猪的脂肪率很低吗？ </a>猪了个去，果壳网果壳问答\n	</div>\n</div>","科学技术"
"纯天然手工皂可从根源去除“鸡皮肤”","手工香皂含有提取自纯天然草本植物的营养成分，无化学添加，泡沫更细腻。可以从根源去除鸡皮肤，防止鸡皮再生。","0","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	<h2><strong>什么是“鸡皮肤”</strong></h2>\n所谓“鸡皮肤”，学名叫做毛周角化病，也叫做毛发角化病或者毛发苔癣，是一种慢性毛囊角化性皮肤病。什么是角化呢？它实际就是表皮细胞从表皮基底层移动到最外面的角质层的过程。正常的角化是不会造成什么问题的；但在某些因素作用下，角化过程出现异常，烦人的鸡皮肤就出现了。<br>\n<br>\n那标准的鸡皮肤到底长啥样呢？先找到你身上的一个鸡皮肤颗粒。颗粒周围通常有程度不等的红斑；颗粒顶端有一个灰褐色或者灰白色的圆锥状角质栓，这是由浓缩的皮脂分泌物和毛囊上皮细胞聚集在毛发周围形成的，所以可以看到中间有一根细小的白色绒毛可怜地蜷缩着。抠掉这个角质栓，颗粒顶端就只剩一个微小的凹窝。但角质抠不尽，几天它又生。<br>\n<br>\n这些颗粒发生在每个毛囊口，互不融合，持久而散在地成簇分布，形似“鸡皮”外观，“鸡皮肤”因此得名。<br>\n<br>\n<h2><strong>为什么我有鸡皮肤？会危害健康么？</strong></h2>\n大约一半的地球人都有毛周角化，你并不孤单。毛周角化病是常染色体显性遗传病，但并非每个携带该基因的人都会得鸡皮肤。<br>\n<br>\n那它会不会还有别的危害？大多数情况下，毛周角化病只是一种独立的疾病，不会引起其他的健康问题。但亦有少数患者可能合并寻常型鱼鳞病、特应性干皮病以及一系列稀奇古怪的多系统受累的综合征。<br>\n<br>\n也有研究指出，在Cushing综合征、甲状腺功能减退及服用糖皮质激素的病人中，毛周角化的发病率可增高或使病情恶化。因此，如果发现自己的鸡皮肤突然严重了，安全起见还是到医院去检查一下内分泌吧。<br>\n<br>\n<h2></h2>\n<h2></h2>\n<h2></h2>\n<h2></h2>\n<h2></h2>\n<h2><strong>鸡皮肤能治愈吗？</strong></h2>\n让我们来看看大部头的《临床皮肤病学》上是怎么说的：“本病经过慢性，预后良好，治疗非常困难。”看到这里是不是要绝望了？别着急，还有下一句：“一般不需治疗。”<br>\n<br>\n临床上，对于于毛周角化轻症患者，可以不予治疗；重症患者可口服维生素A、维生素E缓解症状。不少人追求完美光滑的肌肤，连轻症也不想姑息，又该怎么办呢？可以外用维A酸类药物，比如阿达帕林凝胶（达芙文）、他扎罗汀乳膏（乐为）、0.1%维A酸霜（0.1%迪维霜）等（使用迪维霜时注意避光哟）。维A酸类药物不仅能促进角质脱落、抑制角蛋白形成，还能促进角质细胞正常分化，能够明显改善表皮的异常角化。除维A酸类药物外，10%-20%尿素霜、2%水杨酸霜、10%-20%鱼肝油软膏等还可软化、剥脱角质，协助改善症状。但这些手段不能治愈毛周角化病，一旦停药，不久后鸡皮肤就又会卷土重来了。<br>\n<br>\n国外有用激光治疗本病的，但效果并不确切，且治疗价格较高，故未广泛使用。近年来，国内也有使用光子嫩肤（强脉冲光等）手段来治疗鸡皮肤的，效果不错，不过仍然价格昂贵，性价比不高。还可以选择化学剥脱手段如果酸换肤来治疗鸡皮肤。<br>\n<br>\n鸡皮肤在儿童期或青春期开始发病，随着年龄增长可逐渐缓解，虽然它明显缓解的时候你可能已经两鬓斑白了。<br>\n<br>\n<h2><strong>香皂完全去除“鸡皮肤”？</strong></h2>\n总而言之，鸡皮肤是普遍存在的一种遗传病，会随着年龄增长而缓解，无法治愈，一般也无需治疗。因此并不存在能够“彻底去除鸡皮肤”的纯天然香皂。如果这个香皂真的能够缓解鸡皮肤症状，也是由于其中添加了相关药物或者患者出现自愈的缘故。即使这样，用香皂也不如直接外用药物的效果好，且一旦停用，鸡皮肤还是会逐渐复发。<br>\n<br>\n<br>\n<h4><strong>内容来源</strong></h4>\n[1] <a href=""http://www.guokr.com/article/293500/"">鸡皮肤，我该拿你怎么办？</a>念经的抖S，果壳网科学人主题站<br>\n[2] <a href=""http://www.guokr.com/article/165466/"">手工皂比普通肥皂更健康吗？</a>馒头老妖,果壳网科学人主题站<br>\n<br>\n<br>\n<br>\n<br>\n<br>\n<br>\n<br>\n<br>\n\n	</div>\n</div>","生活窍门"
"量子力学能解释灵魂的存在","人类濒死体验相当于大脑中量子计算机的一个程序，即使死亡之后仍存在于宇宙之中，这将解释那些濒死体验者的神秘记忆。","新","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	 \n	</div>\n</div>","神秘现象"
"整数比偶数多","整数包含了偶数和奇数，所以整数比偶数多。","0","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	首先要定义无穷集合比较大小的是什么意义。对于有穷集合，我们可以比较不同的集合的大小；对于无穷集合，我们可以推广“大小”，那就是引入基数（势）的概念。<br>\n<br>\n <br>\n定义：（1），给定集合X，如果存在到Y的单射，我们称X势比Y的势小，记作|X|≤|Y|；（2），如果存在X到Y的一一映射，我们称集合X和Y等势（或者具有相同的基数），记作|X|=|Y|。（如果既有|X|≤|Y|，|Y|≤|X|，根据 康托尔－伯恩斯坦－施罗德 定理，有|X|=|Y|。）<br>\n <br>\n回到原问题，考虑如下映射：<br>\n<br>\nf:x→2x，x∈N显然f是整数集到偶数集的一个一一对应，于是整数集和偶数集具有相同的基数。换句话说，我们认为整数和偶数一样多（这个“一样多”是有限集中的“一样多”的推广）。<br>\n<br>\n<br>\n<h4><strong>参考资料：</strong></h4>\n[1]<a href=""http://www.guokr.com/question/465984/"">整数多还是偶数多？一个圆中半径多还是直径多</a>，Obliviou_s，果壳网问答\n	</div>\n</div>","科学技术"
"凤凰山不明发光体为UFO","经过初步考察，已排除不明发光体为昆虫的可能，现初步判断不明发光体确为UFO。","新","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	 \n	</div>\n</div>","神秘现象"
"监控拍到灵异事件","null","新","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	\n	</div>\n</div>","神秘现象"
"献血对人体危害十分严重","献血会造成血液功能的弱化甚至丧失。红细胞的减少会使身体各部分器官得不到足够的氧气，细胞的各项生命功能无法正常发挥。","0","\n		","<div class=""rumor-content"">\n	\n	<h2>论证</h2>\n	<div class=""content"">\n	<h2><strong>献血的量相对于全身血液来说算很多吗？</strong></h2>\n通常一次献血200毫升，珍贵血（如AB型血。注：不一定是RH阴性血，因为RH阴性血太少见，往往采用“联盟”的方式，只要加入“联盟”，自己需要用血的时候，其他“盟友”就会去血站献血指定给该盟友。）可能会要求到400毫升。两次采集间隔不少于6个月（其他很多国家规定是12周）。200毫升即0.2升，而成年人的血液总量约为4.2~4.8升，献血量仅占全身血液的5%左右，对健康人来说不是个大数目，不会对身体造成什么伤害。女性每个月“那几天”还要出血30~50毫升呢，而且是每个月都出，有些量大的能到80毫升；6个月加起来都不止200毫升了，还不是该吃饭吃饭、该旅游旅游。<br>\n<br>\n<br>\n<h2><strong>为什么献血之后头晕恶心？</strong></h2>\n有些初次献血的人容易发生头晕恶心，这通常是因为血压的改变，加上情绪的压力。抽烟喝酒还会加重头晕。<br>\n<br>\n血压是血液对血管的压力。想像你往一个橡胶管道里吹气，你吹的力气越大，管壁受到的压力也越大。嘴向管道里吹气就好比心脏向全身血管泵出血液。血压高往往是因为血管壁太硬了弹性差，血压低可能因为心脏泵出血液的力量不足、心率过缓、血液量少（受伤失血的人可能低到血压都测不到）。但这个血压改变很快会被身体调整过来。如果一次献血就老是低血压，那高血压患者不用吃药了，不如去放血好了；也不会有“充血性心衰”这种病了（外周血压太高了，心脏泵不动了）。<br>\n<br>\n献血后往往需要休息一会儿，注意进食。第二天起床时动作也轻缓些，让你的血压做出调整。觉得不舒服的时候避免精细劳动。<br>\n<br>\n<br>\n<h2><strong>献血后容易生病？</strong></h2>\n白细胞的确与免疫力有关，但它并不是决定免疫力的全部因素。从另一方面看，女性在经期会有白细胞的轻度升高，但也并没有出现“女性在经期更不容易生病”这种现象。<br>\n<br>\n相反，有文献还认为年龄较大或绝经的献血者可以摆脱体内过剩的铁，而过剩的铁与心脏病发作有关——不过文献也注明了：虽然已经观察到这样的现象，但其中的关联性还需要进一步证实。<br>\n<br>\n<br>\n<h2><strong>献血导致血小板减少，和白血病有关吗？</strong></h2>\n其实，人们统称的“白血病”，在临床上是一类血液病。只要血里的各种成分比例不平衡了，就可能造成血液系统工作不正常，被称为“病”。它们的病因各不相关，甚至“白细胞增多”也不是它们的唯一表现。即使说到主要与白细胞相关的狭义“白血病”，“血小板减少”也只是表现之一，而不是其原因或诱因。<br>\n<br>\n而且血小板的恢复也不困难。教科书上说：血小板的寿命为7~10天，衰老的血小板为单核巨噬系统所清除。血小板与粒细胞不同，在骨髓中并无储备，如血小板被大量破坏，则恢复较慢，至少3~5天始能恢复正常，这正是巨核细胞成熟至产生血小板所需要的时间。也就是说，你损失了5%的血小板，即使这算“大量”，也不过几天就恢复了。<br>\n<br>\n那么血液中的其他成分情况如何呢？水和无机盐的话，2小时就补完了；其他大多数物质2天也补差不多了。恢复最慢的是红细胞，因为它的寿命是100~120天，明显丢失的时候骨髓会用6~8倍的速度来造血，恢复不超过1个月。<br>\n<br>\n<br>\n<h2><strong>什么样的人不能献血？</strong></h2>\n简单来说不让献血的情况就是对献血者有风险或对用血者有风险。具体包括：<br>\n<br>\n近期献过血的（我国规定6个月）；体重过轻或过重；贫血；患有各种感染疾病，或有感染疾病风险的人（比如英国规定12个月内有过男男性行为，4个月内有过文身的人也不能献血；新加坡规定某个特定时间段在英国或法国居住过一段时间的人也不能献血——因为疯牛病CJD）；患有恶性肿瘤或有病史的人；有严重的慢性病或有自体免疫疾病的人……等等。另外，哺乳期的妈妈一般不献血，尤其是分娩后6个月内。因为这可能会减少你身体的铁储备，造成婴儿缺铁的风险。<br>\n<br>\n<br>\n<h2><strong>献血后如何补铁？</strong></h2>\n建议食补。这里应该注意，虽然很多食物中含铁量都很丰富，但是，蔬菜（包括大力水手的菠菜）、豆类、谷类、海藻、蛋、奶酪、贝类中的铁都是属于不容易吸收的非血红蛋白铁。补铁还是得靠动物肝脏、全血、鱼类和畜禽肉类。<br>\n<br>\n<br>\n<h2><strong>献血后如何休息？</strong></h2>\n当天不进行重体力劳动，不进行激烈运动。喝水要比平时多，4大杯每杯250毫升。注意是水，咖啡或酒可不行。不要待在过热的环境中。应该避免的是：节食、少水、抽烟、长期站立……这些都会影响你的恢复。<br>\n<br>\n<h4><strong>参考资料：</strong></h4>\n[1] <a href=""http://www.guokr.com/article/394668/"">献血有害健康吗？</a>shiu，果壳网谣言粉碎机<br>\n<br>\n<br>\n\n	</div>\n</div>","科学技术"
